1.000000e-09 -4.014566e-13 
2.000000e-09 8.171241e-14 
4.000000e-09 -2.131628e-14 
8.000000e-09 -4.618528e-14 
1.600000e-08 -7.460699e-14 
3.200000e-08 -7.460699e-14 
6.400000e-08 -1.705303e-13 
1.000000e-07 -2.273737e-13 
1.064000e-07 -2.771117e-13 
1.192000e-07 -3.304024e-13 
1.448000e-07 -3.907985e-13 
1.960000e-07 -5.258016e-13 
2.960000e-07 -7.922552e-13 
3.960000e-07 -1.062261e-12 
4.960000e-07 -1.332268e-12 
5.960000e-07 -1.598721e-12 
6.960000e-07 -1.872280e-12 
7.960000e-07 -2.145839e-12 
8.960000e-07 -2.398082e-12 
9.960000e-07 -2.671641e-12 
1.096000e-06 -2.941647e-12 
1.196000e-06 -3.204548e-12 
1.296000e-06 -3.460343e-12 
1.396000e-06 -3.719691e-12 
1.496000e-06 -4.000356e-12 
1.596000e-06 -4.259704e-12 
1.696000e-06 -4.526157e-12 
1.796000e-06 -4.785505e-12 
1.896000e-06 -5.048406e-12 
1.996000e-06 -5.307754e-12 
2.096000e-06 -5.574208e-12 
2.196000e-06 -5.830003e-12 
2.296000e-06 -6.100009e-12 
2.396000e-06 -6.359357e-12 
2.496000e-06 -6.625811e-12 
2.596000e-06 -6.888712e-12 
2.696000e-06 -7.151613e-12 
2.796000e-06 -7.414513e-12 
2.896000e-06 -7.677414e-12 
2.996000e-06 -7.940315e-12 
3.096000e-06 -8.192558e-12 
3.196000e-06 -8.455459e-12 
3.296000e-06 -8.704149e-12 
3.396000e-06 -8.974155e-12 
3.496000e-06 -9.222845e-12 
3.596000e-06 -9.496404e-12 
3.696000e-06 -9.741541e-12 
3.796000e-06 -1.001155e-11 
3.896000e-06 -1.026379e-11 
3.996000e-06 -1.053380e-11 
4.096000e-06 -1.078604e-11 
4.196000e-06 -1.104183e-11 
4.296000e-06 -1.129763e-11 
4.396000e-06 -1.154987e-11 
4.496000e-06 -1.180922e-11 
4.596000e-06 -1.206146e-11 
4.696000e-06 -1.232436e-11 
4.796000e-06 -1.257305e-11 
4.896000e-06 -1.282885e-11 
4.996000e-06 -1.308820e-11 
5.096000e-06 -1.334399e-11 
5.196000e-06 -1.359624e-11 
5.296000e-06 -1.385558e-11 
5.396000e-06 -1.411138e-11 
5.496000e-06 -1.436007e-11 
5.596000e-06 -1.462297e-11 
5.696000e-06 -1.486811e-11 
5.796000e-06 -1.512390e-11 
5.896000e-06 -1.536549e-11 
5.996000e-06 -1.563194e-11 
6.096000e-06 -1.588418e-11 
6.196000e-06 -1.612932e-11 
6.296000e-06 -1.637446e-11 
6.396000e-06 -1.662670e-11 
6.496000e-06 -1.687184e-11 
6.596000e-06 -1.712053e-11 
6.696000e-06 -1.738343e-11 
6.796000e-06 -1.763212e-11 
6.896000e-06 -1.787370e-11 
6.996000e-06 -1.814016e-11 
7.096000e-06 -1.838174e-11 
7.196000e-06 -1.863398e-11 
7.296000e-06 -1.888267e-11 
7.396000e-06 -1.912781e-11 
7.496000e-06 -1.938361e-11 
7.596000e-06 -1.962874e-11 
7.696000e-06 -1.987388e-11 
7.796000e-06 -2.012612e-11 
7.896000e-06 -2.037481e-11 
7.996000e-06 -2.061640e-11 
8.096000e-06 -2.086864e-11 
8.196000e-06 -2.111733e-11 
8.296000e-06 -2.136957e-11 
8.396000e-06 -2.160760e-11 
8.496000e-06 -2.186340e-11 
8.596000e-06 -2.210854e-11 
8.696000e-06 -2.236078e-11 
8.796000e-06 -2.260592e-11 
8.896000e-06 -2.283684e-11 
8.996000e-06 -2.308553e-11 
9.096000e-06 -2.334488e-11 
9.196000e-06 -2.358647e-11 
9.296000e-06 -2.382805e-11 
9.396000e-06 -2.406964e-11 
9.496000e-06 -2.430056e-11 
9.596000e-06 -2.455636e-11 
9.696000e-06 -2.479794e-11 
9.796000e-06 -2.502887e-11 
9.896000e-06 -2.528822e-11 
9.996000e-06 -2.553335e-11 
1.009600e-05 -2.577139e-11 
1.019600e-05 -2.601297e-11 
1.029600e-05 -2.625455e-11 
1.039600e-05 -2.649969e-11 
1.049600e-05 -2.673417e-11 
1.059600e-05 -2.697575e-11 
1.069600e-05 -2.722444e-11 
1.079600e-05 -2.745892e-11 
1.089600e-05 -2.770406e-11 
1.099600e-05 -2.793499e-11 
1.109600e-05 -2.818723e-11 
1.119600e-05 -2.841460e-11 
1.129600e-05 -2.866329e-11 
1.139600e-05 -2.889422e-11 
1.149600e-05 -2.913936e-11 
1.159600e-05 -2.938094e-11 
1.169600e-05 -2.962253e-11 
1.179600e-05 -2.986056e-11 
1.189600e-05 -3.010925e-11 
1.199600e-05 -3.035439e-11 
1.209600e-05 -3.058886e-11 
1.219600e-05 -3.081979e-11 
1.229600e-05 -3.105782e-11 
1.239600e-05 -3.128520e-11 
1.249600e-05 -3.153389e-11 
1.259600e-05 4.458127e-05 
1.269600e-05 1.336371e-04 
1.279600e-05 2.225116e-04 
1.289600e-05 3.112562e-04 
1.299600e-05 3.998967e-04 
1.309600e-05 4.884471e-04 
1.319600e-05 5.769296e-04 
1.329600e-05 6.653504e-04 
1.339600e-05 7.536777e-04 
1.349600e-05 8.418943e-04 
1.359600e-05 9.300089e-04 
1.369600e-05 1.018022e-03 
1.379600e-05 1.105931e-03 
1.389600e-05 1.193735e-03 
1.399600e-05 1.281433e-03 
1.409600e-05 1.369026e-03 
1.419600e-05 1.456513e-03 
1.429600e-05 1.543895e-03 
1.439600e-05 1.631171e-03 
1.449600e-05 1.718343e-03 
1.459600e-05 1.805409e-03 
1.469600e-05 1.892371e-03 
1.479600e-05 1.979228e-03 
1.489600e-05 2.065980e-03 
1.499600e-05 2.152628e-03 
1.509600e-05 2.239171e-03 
1.519600e-05 2.325610e-03 
1.529600e-05 2.411944e-03 
1.539600e-05 2.498175e-03 
1.549600e-05 2.584301e-03 
1.559600e-05 2.670323e-03 
1.569600e-05 2.756242e-03 
1.579600e-05 2.842056e-03 
1.589600e-05 2.927767e-03 
1.599600e-05 3.013375e-03 
1.609600e-05 3.098879e-03 
1.619600e-05 3.184279e-03 
1.629600e-05 3.269576e-03 
1.639600e-05 3.354771e-03 
1.649600e-05 3.439862e-03 
1.659600e-05 3.524850e-03 
1.669600e-05 3.609735e-03 
1.679600e-05 3.694518e-03 
1.689600e-05 3.779198e-03 
1.699600e-05 3.863775e-03 
1.709600e-05 3.948250e-03 
1.719600e-05 4.032622e-03 
1.729600e-05 4.116893e-03 
1.739600e-05 4.201061e-03 
1.749600e-05 4.285127e-03 
1.759600e-05 4.369091e-03 
1.769600e-05 4.452953e-03 
1.779600e-05 4.536714e-03 
1.789600e-05 4.620373e-03 
1.799600e-05 4.703930e-03 
1.809600e-05 4.787386e-03 
1.819600e-05 4.870741e-03 
1.829600e-05 4.953994e-03 
1.839600e-05 5.037146e-03 
1.849600e-05 5.120197e-03 
1.859600e-05 5.203147e-03 
1.869600e-05 5.285996e-03 
1.879600e-05 5.368745e-03 
1.889600e-05 5.451393e-03 
1.899600e-05 5.533940e-03 
1.909600e-05 5.616387e-03 
1.919600e-05 5.698733e-03 
1.929600e-05 5.780980e-03 
1.939600e-05 5.863126e-03 
1.949600e-05 5.945172e-03 
1.959600e-05 6.027118e-03 
1.969600e-05 6.108964e-03 
1.979600e-05 6.190710e-03 
1.989600e-05 6.272357e-03 
1.999600e-05 6.353904e-03 
2.009600e-05 6.435351e-03 
2.019600e-05 6.516700e-03 
2.029600e-05 6.597949e-03 
2.039600e-05 6.679098e-03 
2.049600e-05 6.760149e-03 
2.059600e-05 6.841101e-03 
2.069600e-05 6.921953e-03 
2.079600e-05 7.002707e-03 
2.089600e-05 7.083363e-03 
2.099600e-05 7.163919e-03 
2.109600e-05 7.244378e-03 
2.119600e-05 7.324737e-03 
2.129600e-05 7.404999e-03 
2.139600e-05 7.485162e-03 
2.149600e-05 7.565227e-03 
2.159600e-05 7.645194e-03 
2.169600e-05 7.725063e-03 
2.179600e-05 7.804835e-03 
2.189600e-05 7.884508e-03 
2.199600e-05 7.964084e-03 
2.209600e-05 8.043563e-03 
2.219600e-05 8.122944e-03 
2.229600e-05 8.202227e-03 
2.239600e-05 8.281413e-03 
2.249600e-05 8.360503e-03 
2.259600e-05 8.439495e-03 
2.269600e-05 8.518390e-03 
2.279600e-05 8.597188e-03 
2.289600e-05 8.675890e-03 
2.299600e-05 8.754494e-03 
2.309600e-05 8.833002e-03 
2.319600e-05 8.911414e-03 
2.329600e-05 8.989729e-03 
2.339600e-05 9.067948e-03 
2.349600e-05 9.146071e-03 
2.359600e-05 9.224098e-03 
2.369600e-05 9.302028e-03 
2.379600e-05 9.379863e-03 
2.389600e-05 9.457602e-03 
2.399600e-05 9.535245e-03 
2.409600e-05 9.612792e-03 
2.419600e-05 9.690244e-03 
2.429600e-05 9.767601e-03 
2.439600e-05 9.844862e-03 
2.449600e-05 9.922028e-03 
2.459600e-05 9.999098e-03 
2.469600e-05 1.007607e-02 
2.479600e-05 1.015295e-02 
2.489600e-05 1.022974e-02 
2.499600e-05 1.030643e-02 
2.509600e-05 1.038303e-02 
2.519600e-05 1.045953e-02 
2.529600e-05 1.053594e-02 
2.539600e-05 1.061225e-02 
2.549600e-05 1.068847e-02 
2.559600e-05 1.076459e-02 
2.569600e-05 1.084062e-02 
2.579600e-05 1.091656e-02 
2.589600e-05 1.099240e-02 
2.599600e-05 1.106814e-02 
2.609600e-05 1.114380e-02 
2.619600e-05 1.121936e-02 
2.629600e-05 1.129483e-02 
2.639600e-05 1.137020e-02 
2.649600e-05 1.144548e-02 
2.659600e-05 1.152067e-02 
2.669600e-05 1.159576e-02 
2.679600e-05 1.167076e-02 
2.689600e-05 1.174567e-02 
2.699600e-05 1.182048e-02 
2.709600e-05 1.189520e-02 
2.719600e-05 1.196983e-02 
2.729600e-05 1.204436e-02 
2.739600e-05 1.211881e-02 
2.749600e-05 1.219316e-02 
2.759600e-05 1.226742e-02 
2.769600e-05 1.234158e-02 
2.779600e-05 1.241566e-02 
2.789600e-05 1.248964e-02 
2.799600e-05 1.256353e-02 
2.809600e-05 1.263732e-02 
2.819600e-05 1.271103e-02 
2.829600e-05 1.278464e-02 
2.839600e-05 1.285817e-02 
2.849600e-05 1.293160e-02 
2.859600e-05 1.300494e-02 
2.869600e-05 1.307818e-02 
2.879600e-05 1.315134e-02 
2.889600e-05 1.322440e-02 
2.899600e-05 1.329738e-02 
2.909600e-05 1.337026e-02 
2.919600e-05 1.344305e-02 
2.929600e-05 1.351575e-02 
2.939600e-05 1.358836e-02 
2.949600e-05 1.366088e-02 
2.959600e-05 1.373331e-02 
2.969600e-05 1.380565e-02 
2.979600e-05 1.387790e-02 
2.989600e-05 1.395005e-02 
2.999600e-05 1.402212e-02 
3.009600e-05 1.409410e-02 
3.019600e-05 1.416599e-02 
3.029600e-05 1.423778e-02 
3.039600e-05 1.430949e-02 
3.049600e-05 1.438111e-02 
3.059600e-05 1.445263e-02 
3.069600e-05 1.452407e-02 
3.079600e-05 1.459542e-02 
3.089600e-05 1.466668e-02 
