1.000000e-08 1.665938e-04 1.000000e-08 -3.393753e-11 1.000000e-08 -2.932777e-03 
2.000000e-08 3.328951e-04 2.000000e-08 -3.389693e-11 2.000000e-08 -3.272305e-03 
4.000000e-08 6.650732e-04 4.000000e-08 -3.383492e-11 4.000000e-08 -3.950974e-03 
8.000000e-08 1.327420e-03 8.000000e-08 -3.374608e-11 8.000000e-08 -5.305485e-03 
1.600000e-07 2.647774e-03 1.600000e-07 -3.365157e-11 1.600000e-07 -8.008326e-03 
3.200000e-07 5.278647e-03 3.200000e-07 -3.352175e-11 3.200000e-07 -1.339853e-02 
6.400000e-07 1.051441e-02 6.400000e-07 -3.336222e-11 6.400000e-07 -2.413273e-02 
1.000000e-06 1.637933e-02 1.000000e-06 -3.327320e-11 1.000000e-06 -3.616310e-02 
1.064000e-06 1.742070e-02 1.064000e-06 -3.328226e-11 1.064000e-06 -3.830081e-02 
1.192000e-06 1.950244e-02 1.192000e-06 -3.325471e-11 1.192000e-06 -4.257124e-02 
1.448000e-06 2.366110e-02 1.448000e-06 -3.321491e-11 1.448000e-06 -5.110325e-02 
1.960000e-06 3.196299e-02 1.960000e-06 -3.314693e-11 1.960000e-06 -6.813659e-02 
2.960000e-06 4.813133e-02 2.960000e-06 -3.304977e-11 2.960000e-06 -1.013128e-01 
3.960000e-06 6.425355e-02 3.960000e-06 -3.298294e-11 3.960000e-06 -1.343969e-01 
4.960000e-06 8.034226e-02 4.960000e-06 -3.293159e-11 4.960000e-06 -1.674138e-01 
5.960000e-06 9.640388e-02 5.960000e-06 -3.288834e-11 5.960000e-06 -2.003759e-01 
6.960000e-06 1.124422e-01 6.960000e-06 -3.285121e-11 6.960000e-06 -2.332910e-01 
7.960000e-06 1.284601e-01 7.960000e-06 -3.281879e-11 7.960000e-06 -2.661647e-01 
8.960000e-06 1.444597e-01 8.960000e-06 -3.278996e-11 8.960000e-06 -2.990014e-01 
9.960000e-06 1.604426e-01 9.960000e-06 -3.276398e-11 9.960000e-06 -3.318044e-01 
1.096000e-05 1.764102e-01 1.096000e-05 -3.274031e-11 1.096000e-05 -3.645762e-01 
1.196000e-05 1.923634e-01 1.196000e-05 -3.271855e-11 1.196000e-05 -3.973189e-01 
1.296000e-05 1.999421e-01 1.296000e-05 1.025955e-01 1.296000e-05 -2.571189e-13 
1.396000e-05 1.991525e-01 1.396000e-05 1.022007e-01 1.396000e-05 -2.756647e-13 
1.496000e-05 1.983611e-01 1.496000e-05 1.018049e-01 1.496000e-05 -2.486369e-13 
1.596000e-05 1.975677e-01 1.596000e-05 1.014082e-01 1.596000e-05 2.929328e-13 
1.696000e-05 1.967726e-01 1.696000e-05 1.010106e-01 1.696000e-05 -2.961373e-13 
1.796000e-05 1.959755e-01 1.796000e-05 1.006121e-01 1.796000e-05 3.163192e-13 
1.896000e-05 1.951767e-01 1.896000e-05 1.002127e-01 1.896000e-05 2.792304e-13 
1.996000e-05 1.943760e-01 1.996000e-05 9.981235e-02 1.996000e-05 -2.954480e-13 
2.096000e-05 1.935736e-01 2.096000e-05 9.941110e-02 2.096000e-05 -2.630439e-13 
2.196000e-05 1.927693e-01 2.196000e-05 9.900896e-02 2.196000e-05 -2.936923e-13 
2.296000e-05 1.919633e-01 2.296000e-05 9.860593e-02 2.296000e-05 2.835580e-13 
2.396000e-05 1.911554e-01 2.396000e-05 9.820201e-02 2.396000e-05 2.976587e-13 
2.496000e-05 1.903459e-01 2.496000e-05 9.779721e-02 2.496000e-05 -2.851308e-13 
2.596000e-05 1.895345e-01 2.596000e-05 9.739153e-02 2.596000e-05 3.099117e-13 
2.696000e-05 1.887214e-01 2.696000e-05 9.698498e-02 2.696000e-05 -2.791354e-13 
2.796000e-05 1.879066e-01 2.796000e-05 9.657757e-02 2.796000e-05 -2.982807e-13 
2.896000e-05 1.870901e-01 2.896000e-05 9.616929e-02 2.896000e-05 3.239888e-13 
2.996000e-05 1.862719e-01 2.996000e-05 9.576016e-02 2.996000e-05 2.772462e-13 
3.096000e-05 1.854519e-01 3.096000e-05 9.535018e-02 3.096000e-05 3.387275e-13 
3.196000e-05 1.846303e-01 3.196000e-05 9.493936e-02 3.196000e-05 3.028775e-13 
3.296000e-05 1.838070e-01 3.296000e-05 9.452770e-02 3.296000e-05 2.922353e-13 
3.396000e-05 1.829820e-01 3.396000e-05 9.411520e-02 3.396000e-05 2.851708e-13 
3.496000e-05 1.821554e-01 3.496000e-05 9.370188e-02 3.496000e-05 2.978273e-13 
3.596000e-05 1.813271e-01 3.596000e-05 9.328773e-02 3.596000e-05 2.985806e-13 
3.696000e-05 1.804972e-01 3.696000e-05 9.287277e-02 3.696000e-05 -2.411413e-13 
3.796000e-05 1.880320e-01 3.796000e-05 1.880320e-01 3.796000e-05 3.684997e-01 
3.896000e-05 2.039218e-01 3.896000e-05 2.039218e-01 3.896000e-05 4.011137e-01 
3.996000e-05 2.198002e-01 3.996000e-05 2.198002e-01 3.996000e-05 4.337079e-01 
4.096000e-05 2.356727e-01 4.096000e-05 2.356727e-01 4.096000e-05 4.662888e-01 
4.196000e-05 2.515342e-01 4.196000e-05 2.515342e-01 4.196000e-05 4.988470e-01 
4.296000e-05 2.673841e-01 4.296000e-05 2.673841e-01 4.296000e-05 5.313817e-01 
4.396000e-05 2.832225e-01 4.396000e-05 2.832225e-01 4.396000e-05 5.638933e-01 
4.496000e-05 2.990499e-01 4.496000e-05 2.990499e-01 4.496000e-05 5.963823e-01 
4.596000e-05 3.148663e-01 4.596000e-05 3.148663e-01 4.596000e-05 6.288494e-01 
4.696000e-05 3.306722e-01 4.696000e-05 3.306722e-01 4.696000e-05 6.612949e-01 
4.796000e-05 3.464675e-01 4.796000e-05 3.464675e-01 4.796000e-05 6.937191e-01 
4.896000e-05 3.622525e-01 4.896000e-05 3.622525e-01 4.896000e-05 7.261225e-01 
4.996000e-05 3.780273e-01 4.996000e-05 3.780273e-01 4.996000e-05 7.585052e-01 
5.000000e-05 3.786581e-01 5.000000e-05 3.786581e-01 5.000000e-05 7.598001e-01 
5.008000e-05 3.799196e-01 5.008000e-05 3.799196e-01 5.008000e-05 7.623897e-01 
5.024000e-05 3.824424e-01 5.024000e-05 3.824424e-01 5.024000e-05 7.675686e-01 
5.056000e-05 3.874873e-01 5.056000e-05 3.874873e-01 5.056000e-05 7.779249e-01 
5.120000e-05 3.975740e-01 5.120000e-05 3.975740e-01 5.120000e-05 7.986313e-01 
5.220000e-05 4.133262e-01 5.220000e-05 4.133262e-01 5.220000e-05 8.309683e-01 
5.320000e-05 4.290685e-01 5.320000e-05 4.290685e-01 5.320000e-05 8.632852e-01 
5.420000e-05 4.448008e-01 5.420000e-05 4.448008e-01 5.420000e-05 8.955820e-01 
5.520000e-05 4.605232e-01 5.520000e-05 4.605232e-01 5.520000e-05 9.278588e-01 
5.620000e-05 4.762357e-01 5.620000e-05 4.762357e-01 5.620000e-05 9.601155e-01 
5.720000e-05 4.919383e-01 5.720000e-05 4.919383e-01 5.720000e-05 9.923523e-01 
5.820000e-05 5.076310e-01 5.820000e-05 5.076310e-01 5.820000e-05 1.024569e+00 
5.920000e-05 5.233138e-01 5.920000e-05 5.233138e-01 5.920000e-05 1.056766e+00 
6.020000e-05 5.389866e-01 6.020000e-05 5.389866e-01 6.020000e-05 1.088942e+00 
6.120000e-05 5.546494e-01 6.120000e-05 5.546494e-01 6.120000e-05 1.121099e+00 
6.220000e-05 5.703021e-01 6.220000e-05 5.703021e-01 6.220000e-05 1.153235e+00 
6.320000e-05 5.776461e-01 6.320000e-05 2.861849e-01 6.320000e-05 -4.440378e-13 
6.420000e-05 5.766835e-01 6.420000e-05 2.857036e-01 6.420000e-05 1.367984e-13 
6.520000e-05 5.757153e-01 6.520000e-05 2.852195e-01 6.520000e-05 -4.176554e-13 
6.620000e-05 5.747415e-01 6.620000e-05 2.847327e-01 6.620000e-05 1.359275e-13 
6.720000e-05 5.737623e-01 6.720000e-05 2.842431e-01 6.720000e-05 -4.296579e-13 
6.820000e-05 5.727775e-01 6.820000e-05 2.837507e-01 6.820000e-05 1.422817e-13 
6.920000e-05 5.717873e-01 6.920000e-05 2.832555e-01 6.920000e-05 1.520516e-13 
7.020000e-05 5.707915e-01 7.020000e-05 2.827577e-01 7.020000e-05 1.462418e-13 
7.120000e-05 5.697903e-01 7.120000e-05 2.822571e-01 7.120000e-05 1.376230e-13 
7.220000e-05 5.687837e-01 7.220000e-05 2.817538e-01 7.220000e-05 -4.282125e-13 
7.320000e-05 5.677716e-01 7.320000e-05 2.812477e-01 7.320000e-05 -4.340388e-13 
7.420000e-05 5.667541e-01 7.420000e-05 2.807390e-01 7.420000e-05 1.393725e-13 
7.520000e-05 5.657312e-01 7.520000e-05 2.802275e-01 7.520000e-05 1.288327e-13 
7.620000e-05 5.647029e-01 7.620000e-05 2.797134e-01 7.620000e-05 -4.195665e-13 
7.720000e-05 5.636692e-01 7.720000e-05 2.791966e-01 7.720000e-05 1.446890e-13 
7.820000e-05 5.626302e-01 7.820000e-05 2.786771e-01 7.820000e-05 1.505383e-13 
7.920000e-05 5.615859e-01 7.920000e-05 2.781549e-01 7.920000e-05 1.375580e-13 
8.020000e-05 5.605362e-01 8.020000e-05 2.776301e-01 8.020000e-05 1.376829e-13 
8.120000e-05 5.594813e-01 8.120000e-05 2.771026e-01 8.120000e-05 1.365670e-13 
8.220000e-05 5.584210e-01 8.220000e-05 2.765725e-01 8.220000e-05 1.435861e-13 
8.320000e-05 5.573555e-01 8.320000e-05 2.760397e-01 8.320000e-05 1.383085e-13 
8.420000e-05 5.562847e-01 8.420000e-05 2.755043e-01 8.420000e-05 1.434102e-13 
8.520000e-05 5.552087e-01 8.520000e-05 2.749663e-01 8.520000e-05 1.378615e-13 
8.620000e-05 5.541275e-01 8.620000e-05 2.744257e-01 8.620000e-05 -4.347102e-13 
8.720000e-05 5.530411e-01 8.720000e-05 2.738825e-01 8.720000e-05 -4.217839e-13 
8.820000e-05 5.602302e-01 8.820000e-05 -3.235529e-11 8.820000e-05 -1.112811e+00 
8.920000e-05 5.756999e-01 8.920000e-05 -3.237252e-11 8.920000e-05 -1.144581e+00 
9.020000e-05 5.911809e-01 9.020000e-05 -3.241981e-11 9.020000e-05 -1.176377e+00 
9.120000e-05 6.066648e-01 9.120000e-05 -3.240846e-11 9.120000e-05 -1.208175e+00 
9.220000e-05 6.221396e-01 9.220000e-05 -3.240766e-11 9.220000e-05 -1.239955e+00 
9.320000e-05 6.376061e-01 9.320000e-05 -3.240031e-11 9.320000e-05 -1.271718e+00 
9.420000e-05 6.530625e-01 9.420000e-05 -3.239301e-11 9.420000e-05 -1.303461e+00 
9.520000e-05 6.685086e-01 9.520000e-05 -3.238575e-11 9.520000e-05 -1.335183e+00 
9.620000e-05 6.839445e-01 9.620000e-05 -3.237863e-11 9.620000e-05 -1.366884e+00 
9.720000e-05 6.993699e-01 9.720000e-05 -3.237164e-11 9.720000e-05 -1.398565e+00 
