1.000000e-09 1.806982e-05 1.000000e-09 -3.670093e-11 
2.000000e-09 3.581900e-05 2.000000e-09 -3.616252e-11 
4.000000e-09 7.109737e-05 4.000000e-09 -3.579460e-11 
8.000000e-09 1.408572e-04 8.000000e-09 -3.549643e-11 
1.600000e-08 2.790560e-04 1.600000e-08 -3.524298e-11 
3.200000e-08 5.532168e-04 3.200000e-08 -3.502932e-11 
6.400000e-08 1.097930e-03 6.400000e-08 -3.486565e-11 
1.000000e-07 1.708394e-03 1.000000e-07 -3.481085e-11 
1.064000e-07 1.817277e-03 1.064000e-07 -3.493043e-11 
1.192000e-07 2.036460e-03 1.192000e-07 -3.529888e-11 
1.448000e-07 2.482794e-03 1.448000e-07 -3.596074e-11 
1.960000e-07 3.392001e-03 1.960000e-07 -3.645734e-11 
2.960000e-07 5.178715e-03 2.960000e-07 -3.641569e-11 
3.960000e-07 6.963121e-03 3.960000e-07 -3.638391e-11 
4.960000e-07 8.745767e-03 4.960000e-07 -3.635893e-11 
5.960000e-07 1.052700e-02 5.960000e-07 -3.633796e-11 
6.960000e-07 1.230703e-02 6.960000e-07 -3.631983e-11 
7.960000e-07 1.408602e-02 7.960000e-07 -3.630390e-11 
8.960000e-07 1.586410e-02 8.960000e-07 -3.628968e-11 
9.960000e-07 1.764134e-02 9.960000e-07 -3.627685e-11 
1.096000e-06 1.941784e-02 1.096000e-06 -3.626515e-11 
1.196000e-06 2.119366e-02 1.196000e-06 -3.625439e-11 
1.296000e-06 2.296885e-02 1.296000e-06 -3.624445e-11 
1.396000e-06 2.474346e-02 1.396000e-06 -3.623519e-11 
1.496000e-06 2.651752e-02 1.496000e-06 -3.622653e-11 
1.596000e-06 2.829107e-02 1.596000e-06 -3.621839e-11 
1.696000e-06 3.006414e-02 1.696000e-06 -3.621072e-11 
1.796000e-06 3.183676e-02 1.796000e-06 -3.620346e-11 
1.896000e-06 3.360895e-02 1.896000e-06 -3.619657e-11 
1.996000e-06 3.538073e-02 1.996000e-06 -3.619001e-11 
2.096000e-06 3.715212e-02 2.096000e-06 -3.618375e-11 
2.196000e-06 3.892313e-02 2.196000e-06 -3.617777e-11 
2.296000e-06 4.069379e-02 2.296000e-06 -3.617204e-11 
2.396000e-06 4.246411e-02 2.396000e-06 -3.616654e-11 
2.496000e-06 4.423410e-02 2.496000e-06 -3.616125e-11 
2.596000e-06 4.600378e-02 2.596000e-06 -3.615616e-11 
2.696000e-06 4.777314e-02 2.696000e-06 -3.615124e-11 
2.796000e-06 4.954222e-02 2.796000e-06 -3.614650e-11 
2.896000e-06 5.131100e-02 2.896000e-06 -3.614191e-11 
2.996000e-06 5.307951e-02 2.996000e-06 -3.613747e-11 
3.096000e-06 5.484776e-02 3.096000e-06 -3.613316e-11 
